RLM_Learning_ActionText__c,RLM_Learning_Active__c,RLM_Learning_Description__c,RLM_Learning_Header__c,Name,RLM_Learning_Note__c,RLM_Learning_Sub_Header__c,RLM_Learning_Action__r.Name,RLM_Learning_Icon__r.Name
,true,"<p><strong style=""font-size: 18px;"">Summer &#39;26 Release Notes</strong></p><p><br></p><ul><li><strong style=""color: rgb(2, 80, 217);"">DRO Templates (Beta):</strong> Stand up orchestration faster with pre-built Dynamic Revenue Orchestrator templates.</li><li><strong style=""color: rgb(2, 80, 217);"">DRO and OMS Interop (Beta):</strong> Keep Dynamic Revenue Orchestrator and your Order Management System in real-time sync, closing the gap where teams previously managed two non-synced platforms.</li></ul><p><a href=""https://help.salesforce.com/s/articleView?id=release-notes.rn_dynamic_revenue_orchestrator.htm&amp;release=262&amp;type=5"" target=""_blank"" rel=""noopener noreferrer""><strong>Read More</strong></a></p>",,DRO Learning Block 2,,,,
,true,"<p><span style=""font-size: 12px;"">Dynamic Revenue Orchestrator (DRO) empowers businesses to streamline complex order fulfillment. Break down orders, apply custom fulfillment plans to each product, and deliver tailored customer experiences.</span></p><p><br></p><p><strong style=""font-size: 14px;"">Glossary</strong></p><p><br></p><ul><li><strong style=""font-size: 12px;"">Fulfillment Order: </strong><span style=""font-size: 12px;"">A fulfillment order groups fulfillment order line items. It can represent a technical order that’s placed on a fulfillment subsystem.</span></li><li><strong>Jeopardy </strong><strong style=""font-size: 12px;"">Management: </strong>The configuration of the estimated duration and the jeopardy threshold for a fulfillment step that’s monitored during fulfillment plan execution. This process raises an alert when the step isn’t completed within the configured SLA settings.</li></ul><p><a href=""https://help.salesforce.com/s/articleView?id=ind.dro_dynamic_revenue_orchestrator.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217); font-size: 12px;"" rel=""noopener noreferrer""><strong>Learn More</strong></a></p>",,DRO Solution Overview Block,,,,
,true,"<p><span style=""font-size: 12px;"">Monetize all sales models with Invoice Management. Bill in advance or arrears, automate invoice generation, and scale efficiently. Support multiple legal entities and tax engines. Automatically convert negative invoice lines to credit memos and apply credit to invoices. Ensure accurate record-keeping and improve financial reporting using accounting periods for legal entities.</span></p><p><br></p><p><strong style=""font-size: 14px;"">Glossary</strong></p><p><br></p><ul><li><strong style=""font-size: 12px;"">Billing Day of Month: </strong><span style=""font-size: 12px;"">Indicates the day of the month when customers are billed. This is applicable for products that have recurring billing.</span></li><li><strong style=""font-size: 12px;"">Billing Frequency: </strong><span style=""font-size: 12px;"">The frequency at which customers are billed. Currently, it&#39;s derived from pricing term or pricing frequency.</span></li></ul><p><a href=""https://help.salesforce.com/s/articleView?id=ind.billing.htm&amp;type=5"" target=""_blank"" style=""font-size: 12px; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Learn More</strong></a></p>",,Billing Solution Overview Block,,,,
,true,"<h1><strong>Billing Management Learning Hub</strong></h1><p style=""text-align: center;""><img src=""/resource/InAppLearningImages/billing-learning-hub-block-1.png"" alt=""Billing""></p><p><br></p><p><a href=""https://trailhead.salesforce.com/content/learn/modules/billing-basics-in-revenue-cloud"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Billing Basics in Agentforce Revenue Management</strong></a></p><p><span style=""font-size: 12px;"">Learn Billing to automate invoicing, manage payments and credits, and gain visibility into full billing lifecycle.</span></p>",,Billing Learning Hub Block 1,,,,
,true,"<p><strong style=""font-size: 18px;"">Summer &#39;26 Release Notes</strong></p><p><br></p><ul><li><strong style=""color: rgb(2, 80, 217);"">Statement of Account (New):</strong> Generate a consolidated view that summarizes all billing transactions — invoices, payments, credits, debits, and refunds — for an account over a period, on demand from the Account page (requires Document Generation enabled in Billing Settings).</li><li><strong style=""color: rgb(2, 80, 217);"">Advanced Amendments (Enhanced):</strong> Generate accurate billing schedules for amendments tied to milestone billing, asset transfers, and coterminous contracts.</li></ul><p><a href=""https://help.salesforce.com/s/articleView?id=release-notes.rn_billing.htm&amp;release=262&amp;type=5"" target=""_blank"" rel=""noopener noreferrer""><strong>Read More</strong></a></p>",,Billing Learning Hub Block 3,,,,
,true,<p>Use Rate Management to easily define the rates for usage resources granted with the sellable product. Set up rates based on consumption of a usage resource. Define rate adjustments based on the consumption quantity and rate-impacting attributes of a usage resource. Use rating procedures to create precise formulas for calculating the final net rate and use the rating waterfall view to understand the rate breakup steps of the rating calculation process.</p>,,Rate Management Solution Overview,,,,
,true,<h1><strong>Rate  Management Learning Hub</strong></h1><p><br></p><p><br></p>,,Rate Management Learning Block 1,,,,
,true,"<p><strong style=""font-size: 18px;"">Spring ’25 Release Notes</strong></p><p><br></p><ul><li><strong>Optimize Usage Costs with Predefined Negotiable Rating Elements: </strong>Use the predefined negotiable rating procedure or create a rating procedure by using the negotiable rating elements to calculate negotiated rates. Use Rating Procedure Builder to calculate negotiated rates and make sure that you apply the most accurate and favorable rates for your usage resources, reflecting any special agreements made during the negotiation. Provide precise billing and maintain customer satisfaction by honoring the negotiated terms. Default to base rates when specific negotiations don&#39;t exist.</li><li><strong>Manage the Lifecycle of Rate Card Entries Effectively: </strong>Simplify the transition of rate card entries from the draft to the active or the inactive state. Leverage the flexibility of status-based management to edit rate card entries in the draft status.</li></ul><p><a href=""https://help.salesforce.com/s/articleView?id=release-notes.rn_um_usage_management.htm&amp;release=262&amp;type=5"" target=""_blank"" rel=""noopener noreferrer""><strong>Read More</strong></a></p>",,Rate Management Learning Block 2,,,,
,true,"<h1><strong>Salesforce Contracts Learning Hub</strong></h1><p style=""text-align: center;""><img src=""/resource/InAppLearningImages/salesforce-contracts-learning-hub-block-1.png"" alt=""Salesforce Contracts""></p><p><br></p><p><a href=""https://trailhead.salesforce.com/content/learn/trails/unleash-the-power-of-salesforce-contracts-to-transform-your-business"" target=""_blank"" rel=""noopener noreferrer""><strong>Transform Your Business with Salesforce Contracts</strong></a></p><p>Digitize and modernize contract lifecycle management.</p>",,Salesforce Contracts Learning Hub Block 1,,,,
,true,"<p><strong style=""font-size: 18px;"">Summer &#39;26 Features</strong></p><p><br></p><ul><li><strong style=""color: rgb(2, 80, 217);"">AI-Supported Bulk Contract Extraction (New):</strong> Extract metadata at scale from existing contract PDFs to unlock historical data trapped in legacy documents, protecting margins and increasing renewal revenue.</li><li><strong style=""color: rgb(2, 80, 217);"">Advanced Approvals for Contracts (New):</strong> Run multi-stakeholder, serial-approval workflows on Contracts using the Approvals framework.</li></ul><p><a href=""https://help.salesforce.com/s/articleView?id=release-notes.rn_salesforce_contracts.htm&amp;release=262&amp;type=5"" target=""_blank"" rel=""noopener noreferrer""><strong>Read More</strong></a></p>",,Salesforce Contracts Learning Hub Block 2,,,,
,true,"<p><span style=""font-size: 10pt;"">Salesforce Contracts app enables full lifecycle management of contracts, from authoring to activation, integrating with opportunities, orders, quotes, and custom objects for streamlined sales and contract processes.</span></p><p><br></p><p><strong style=""font-size: 14px;"">Leverage the power of Contracts AI</strong></p><p><br></p><p><span style=""font-size: 10pt;"">Contracts AI streamlines the labour-intensive process of drafting clauses for legal agreements and enables the efficient extraction of contract details and clauses from complex PDFs. Einstein boosts your productivity, accuracy, and compliance in the digital age.</span></p><p><br></p><p><a href=""https://help.salesforce.com/s/articleView?id=ind.qocal_contract_management_essentials.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Learn More</strong></a></p>",,Salesforce Contracts Solution Overview Block,,,,
,true,"<h1><strong>Usage Management Learning Hub</strong></h1><p>Model, track, and manage consumption-based products from setup to invoice-ready summaries.</p><p><br></p><p><img src=""/resource/InAppLearningImages/usage-management-learning-block-1.png"" alt=""Usage Management""></p><p><a href=""https://help.salesforce.com/s/articleView?id=ind.um_usage_management.htm&amp;type=5"" target=""_blank"" rel=""noopener noreferrer""><strong>Go to Help Documents</strong></a></p>",,Usage Management Learning Block 1,,,,
,true,"<p><strong style=""font-size: 18px;"">Summer &#39;26 Release Notes</strong></p><p><br></p><ul><li><strong style=""color: rgb(2, 80, 217);"">Usage Product Guided Setup (Enhanced):</strong> A streamlined guided setup flow for configuring usage products.</li><li><strong style=""color: rgb(2, 80, 217);"">Consumption Agent (Enhanced):</strong> Agentforce-powered assistance for usage selling and consumption insights (requires Revenue Cloud Billing and Agentforce).</li></ul><p><a href=""https://help.salesforce.com/s/articleView?id=release-notes.rn_um_usage_management.htm&amp;release=262&amp;type=5"" target=""_blank"" rel=""noopener noreferrer""><strong>Read More</strong></a></p>",,Usage Management Learning Block 2,,,,
,true,"<p>Manage consumption of usage-based products with Usage Management. It includes usage modeling to simplify the setup of product definitions, rate management to establish and adjust rates, and consumption management to track consumption data. It also provides invoice-ready consumption summaries and wallet management to manage entitlements and facilitate drawdowns based on consumption data.</p><p><br></p><p><strong style=""font-size: 14px;"">Glossary</strong></p><p><br></p><ul><li><strong>Entitlements: </strong>Grants that are assigned with the sellable product that a customer purchases.</li><li><strong>Liable Summary: </strong>Stores the calculated overages for the usage resource and the amount that’s charged for these overages.</li><li><strong>Overages: </strong>Number of units that are consumed over the base limit of grants provided with the sellable product.</li></ul><p><a href=""https://help.salesforce.com/s/articleView?id=ind.um_usage_management.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Learn More</strong></a></p>",,Usage Management Solution Overview Block,,,,
,true,"<p><strong style=""font-size: 18px;"">Read Implementation Guide</strong></p><p><br></p><p>Before you implement Agentforce Revenue Management, learn about its features, fill in knowledge gaps, and map out your implementation timeline.</p><p><br></p><p><a href=""https://help.salesforce.com/s/articleView?id=ind.setup_revenue_cloud.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Read More</strong></a></p>",,Read Implementation Guide,,,,
,true,"<p><strong style=""font-size: 18px;"">Connect with Salesforce</strong></p><p><br></p><p>Fill out your contact info and we&#39;ll get in touch ASAP.</p><p><br></p><p><a href=""https://www.salesforce.com/form/cpq/contactme/?d=pb"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Contact Revenue Cloud</strong></a></p>",,Connect with Salesforce,,,,
,true,"<p><strong style=""font-size: 18px;"">We Value Your Ideas and Feedback</strong></p><p><br></p><p>Have an idea to extend Agentforce Revenue Management Capabilities?</p><p><br></p><p><a href=""https://ideas.salesforce.com/s/"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Contribute Ideas</strong></a></p>",,We Value Your Ideas and Feedback,,,,
,true,"<p><strong style=""font-size: 18px;"">Summer &#39;26 Release Notes</strong></p><p><br></p><ul><li><strong style=""color: rgb(2, 80, 217);"">Product Discovery with Constraint Rules (Generally Available):</strong> Constraint Rules now enforce product compatibility and surface recommendations in real time during product discovery, with auto-save so products are added to a transaction without leaving discovery and a preview of existing quote lines.</li><li><strong style=""color: rgb(2, 80, 217);"">Product Variants (Generally Available):</strong> Define and manage base products with their specific variants such as color, size, and material, for a consistent variant experience across B2B Commerce and Agentforce Revenue Management quote-to-cash.</li></ul><p><a href=""https://help.salesforce.com/s/articleView?id=release-notes.rn_product_catalog_management.htm&amp;release=262&amp;type=5"" target=""_blank"" rel=""noopener noreferrer""><strong>Read More</strong></a></p>",,Product Catalog Management Learning Block 1,,,,
,true,,,Home Release Block,,,,
,true,"<p>We&#39;ve got Product Configurator set up for you. If you need to check the setup or review the steps, just refer to this. Define and invoke configuration rules when configuring products.</p><p><br></p><p><strong style=""background-color: transparent;"">Create Rule Library</strong></p><ul><li>Rule creation requires a rule library. This library stores and runs the rules in the engine.</li></ul><p><strong style=""background-color: transparent;"">Enable Configuration Rules</strong></p><ul><li>Enable Configuration Rules for configuring products.</li></ul><p>↗ <a href=""https://help.salesforce.com/s/articleView?id=ind.product_configurator_introduction.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Show Me How to Set Up Product Configurator in Salesforce Help</strong></a></p>",Validate Setup,ProductConfig_Check_Popup,,,,
,true,"<p><br></p><p><span style=""color: rgb(24, 24, 24); background-color: rgb(255, 255, 255);"">To access Product Configurator Rules Designer </span><a href=""/lightning/app/standard__IndustriesEpc/page/home"" target=""_blank"" style=""color: rgb(2, 80, 217); background-color: rgb(255, 255, 255);"" rel=""noopener noreferrer""><strong>Launch the App </strong></a><span style=""color: rgb(24, 24, 24); background-color: rgb(255, 255, 255);"">and navigate to </span><strong style=""color: rgb(24, 24, 24); background-color: rgb(255, 255, 255);"">Product Configuration Rules.</strong></p><p><br></p>",Product Configurator,ProductConfig_Launch Popup,,,,
,true,"<p>Customize the components and attributes of a product to align with specific business requirements.</p><p><br></p><ul><li><a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/prod_config_std_objects_parent.htm"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Product Configurator Standard Objects</strong></a></li></ul><p class=""ql-indent-2"">The Product Configurator data model provides objects and fields to manage the product configurator flow.</p><ul><li><a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/product_configurator_business_api_overview.htm"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Product Configurator Business APIs</strong></a></li></ul><p class=""ql-indent-2"">Use the Product Configurator Business APIs to customize a product or a service according to your business-specific requirements.</p><p class=""ql-indent-2""><br></p><p>↗ <a href=""https://developer.salesforce.com/docs/atlas.en-us.revenue_lifecycle_management_dev_guide.meta/revenue_lifecycle_management_dev_guide/prod_config_overview.htm"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Go to the Product Configurator Developer Guide</strong></a></p>",Customize Capabilities,ProductConfig_Explore_Popup,,,,
,true,"<p>We&#39;ve got Pricing set up for you. If you need to check the setup or review the steps, just refer to this.</p><p><br></p><p>With Salesforce Pricing, your users can create customized price adjustment methods that define how discounts are applied to your products and services. Pricing procedures help you create precise formulas for calculating the final net price, and provide complete visibility into the pricing calculation process.</p><p><br></p><h3><strong style=""background-color: transparent;"">Pricing Recipe</strong></h3><ul><li>Every pricing org requires a pricing recipe. When Salesforce Pricing is activated, your org is automatically set up with a predefined recipe.</li></ul><p><strong style=""background-color: transparent;"">Select a Pricing Procedure</strong></p><p><br></p><ul><li>To select a pricing procedure, you must first clone the predefined expression set templates available. You can also build a custom pricing procedure to meet the unique needs of your business.</li></ul><p><strong style=""background-color: transparent;"">Record Sharing</strong></p><p><br></p><ul><li>For runtime users to access the data created by product designers or catalog admins, set up record sharing for all the Pricing entities.</li></ul><p><strong>Set Up Price Logs</strong></p><p><br></p><ul><li>To collect logs captured by pricing APIs, turn on Price Logs Capture.</li></ul><p><strong>Set Up Objects for Salesforce Pricing</strong></p><p><br></p><ul><li>There are recommended Pricing objects configurations described. You can set up Pricing objects based on your requirements.</li></ul><p><br></p><p>↗ <a href=""https://help.salesforce.com/s/articleView?id=ind.pricing_salesforce_pricing.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Show Me How to Set Up Pricing in Salesforce Help</strong></a></p>",Validate Setup,Price Management Validate Setup Popup Text Block,,,,
,true,"<p>Transform your product configuration process with Agentforce Revenue Management. Configure bundles, manage them with rules, and accelerate your sales cycle.</p><p><br></p><p><strong style=""font-size: 14px;"">Glossary</strong></p><p><br></p><ul><li><strong>Configuration Rule: </strong>A rule that includes a condition and an action block, where conditions are based on a product or a product class, and various actions are taken on one or more products and their attributes.</li><li><strong>Configuration Flow Template:</strong> An out-of-the-box template built on a flow that serves as the foundation for the run-time configurator.</li></ul><p><a href=""https://help.salesforce.com/s/articleView?id=ind.product_configurator_essentials.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Learn More</strong></a></p>",Product Configurator - Solution Overview,Product Configurator Left Top Block,,,,Rev-BundleConfig
Check,true,,Validate Setup,Product Catalog Management Validate Setup Home,,,PCM_Validate,Rev-Survey
Explore,true,,Customize Capabilities,Price Management Customize Capabilities Block,,,Price Management Customize Capabilities Popup,Rev-InsertTag
Learn,true,,Get Started,Product Catalog Get Started,,,Product Catalog Management Learn Popup,Rev-Alt
Launch,true,,Launch App,Price Management Launch App Block,,,Price Management Launch App Popup,Rev-ConnectedApps
Learn,true,,Get Started,Transaction Management Get Started,,,Transaction Management Get Started Popup,Rev-Alt
Check,true,,Validate Setup,Transaction Management Validate Setup,,,Transaction Management Validate Setup Popup,Rev-Survey
Launch,true,,Launch App,Transaction Management Launch App,,,Transaction Management Launch App Popup,Rev-ConnectedApps
Explore,true,,Customize Capabilities,Transaction Management Customize Capabilities,,,Transaction Management Customize Capabilities Popup,Rev-InsertTag
Learn,true,,Get Started,DRO Get Started Block,,,DRO Get Started Popup,Rev-Alt
Check,true,,Validate Setup,DRO Validate Setup Block,,,DRO Validate Popup,Rev-Survey
Launch,true,,Launch App,Product Catalog Management Launch App Home,,,PCM_LAUNCH_LINK,Rev-ConnectedApps
Launch,true,,Launch App,DRO Launch App,,,DRO Launch App,Rev-ConnectedApps
Explore,true,,Customize Capabilities,DRO Customize Capabilities,,,DRO Customize Capabilities,Rev-InsertTag
Learn,true,,Get Started,Billing Get Started Block,,,Billing Get Started Popup,Rev-Alt
Check,true,,Validate Setup,Billing Validate Setup Block,,,Billing Validate Popup,Rev-Survey
Launch,true,,Launch App,Billing Launch App Block,,,Billing Launch App Popup,Rev-ConnectedApps
Explore,true,,Customize Capabilities,Billing Customize Capabilities,,,Billing Customize Capabilities,Rev-InsertTag
Learn,true,,Get Started,Rate Management Get Started Block,,,Rate Management Get Started Popup,Rev-Alt
Check,true,,Validate Setup,Rate Management Validate Setup Block,,,Rate Management Validate Setup Popup,Rev-Survey
Launch,true,,Launch App,Rate Management Launch App Block,,,Rate Management Launch App Popup,Rev-ConnectedApps
Explore,true,,Customize Capabilities,Rate Management Customize Capabilities Block,,,Rate Management Customize Capabilities Popup,Rev-InsertTag
Explore,true,,Customize Capabilities,Product Catalog Management Customize Capabilities Home,,,PCM_Explore,Rev-InsertTag
Learn,true,,Get Started,Salesforce Contracts Get Started Block,,,Salesforce Contracts Get Started Popup,Rev-Alt
Check,true,,Validate Setup,Salesforce Contracts Validate Setup Block,,,Salesforce Contracts Validate Setup Popup,Rev-Survey
Launch,true,,Launch App,Salesforce Contracts Launch App Block,,,Salesforce Contracts Launch App Popup,Rev-ConnectedApps
Explore,true,,Customize Capabilities,Salesforce Contracts Customize Capabilities Block,,,Salesforce Contracts Customize Capabilities Popup,Rev-InsertTag
Learn,true,,Get Started,Usage Management Get Started Block,,,Usage Management Get Started Popup,Rev-Alt
Check,true,,Validate Setup,Usage Management Validate Setup Block,,,Usage Management Validate Setup Popup,Rev-Survey
Launch,true,,Launch App,Usage Management Launch App Block,,,Usage Management Launch App Popup,Rev-ConnectedApps
Explore,true,,Customize Capabilities,Usage Management Customize Capabilities Block,,,Usage Management Customize Capabilities Popup,Rev-InsertTag
Get Started,true,"<p>Streamline usage products with modeling, rate management, consumption tracking, invoicing, and wallet management.</p>",Sales Rep,Usage Management Home Block,,Usage Management,Usage Management Details Page Link,Rev-Productconsumed
Launch,true,,Launch App,Product Configurator Launch App Home,,,ProductConfig_Launch,Rev-ConnectedApps
Get Started,true,"<p>Empowers Product Administrators to easily create and manage products, enabling faster launch.</p>",Product Catalog Admin,Product Catalog Management Home Block,,Product Catalog Management,Product Catalog Management Details Page Link,Rev-Product
Get Started,true,<p>Use Product Configurator to customize product components and attributes to meet specific customer requirements.</p>,Product and Pricing Admin,Product Configurator Home Block,,Product Configurator,Product Configurator Details Page Link,Rev-BundleConfig
Get Started,true,"<p><span style=""background-color: rgb(255, 255, 255);"">Reliable, user-friendly solution for customizable price adjustments, precise formulas, and full pricing visibility.</span></p>",Pricing Admin,Price Management Home Block,,Salesforce Pricing,Price Management Details Page Link,Rev-Pricebookentries
Get Started,true,"<p>Empower sales reps to manage quotes, orders, amendments, renewals, and cancellations for streamlined transactions.</p>",Sales Rep,Transaction Management Home Block,,Transaction Management,Transaction Management Details Page Link,Rev-Orders
Get Started,true,"<p>Empower businesses to flexibly decompose and orchestrate complex products, orders with customised fulfillment plans.</p>",Fulfilment Operations,Dynamic Revenue Orchestrator Home Block,,Dynamic Revenue Orchestrator,DRO Details Page Link,Rev-Orchestrator
Get Started,true,"<p>Monetize sales models with automated invoicing, billing, tax configuration, credit memos, and accurate financial reporting.</p>",Billing Operations,Billing Management Home Block,,Billing Management,Billing Management Details Page Link,Rev-Currency
Get Started,true,"<p>Use Rate Management to define, adjust, and calculate usage rates with customizable formulas and breakdowns.</p>",Rating Admin,Rate Management Home Block,,Rate Management,Rate Management Details Page Link,Rev-Taxrate
Get Started,true,"<p>Salesforce Contracts manages the entire contract lifecycle, from authoring to activation, integrated with sales processes.</p>",Contract Operations,Salesforce Contracts Home Block,,Salesforce Contracts,Salesforce Contracts Details Page Link,Rev-Contractline
,true,"<p><br></p><p>To get hands-on with Salesforce Pricing capabilities,<strong> </strong><a href=""/lightning/app/standard__PriceManagement/page/home"" target=""_blank"" rel=""noopener noreferrer""><strong>Launch the App.</strong></a></p>",Salesforce Pricing,Price Management Launch App Popup Text Block,,,Pricing App,
Learn,true,"<p><br></p><p>To get hands-on with Product Catalog Management capabilities, <a href=""/lightning/app/standard__IndustriesEpc/page/home"" target=""_blank"" rel=""noopener noreferrer""><strong>Launch the App</strong></a></p>",Get Started,PCM_Launch,,,PCM App,Rev-Alt
,true,"<p><span style=""color: rgb(0, 0, 0);"">The Product Configurator enables sales reps to instantly validate product selections and access real-time pricing insights. It streamlines complex product offerings, saving time, improving accuracy, and enhancing the customer experience. Key features include:</span></p><p><br></p><p><a href=""https://help.salesforce.com/s/articleView?id=ind.product_configurator_explore_the_product_configurator_flow.htm&amp;language=en_US&amp;type=5"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Learn and Explore Product Configurator</strong></a>:<span style=""color: rgb(0, 0, 0);""> Learn how your users can use the product configurator. Understand its core features to provide a smooth and user-friendly buying experience for your customers.</span></p><p><br></p><p><a href=""https://help.salesforce.com/s/articleView?id=ind.product_configurator_enable_product_configurator.htm&amp;language=en_US&amp;type=5"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Enable Product Configurator</strong></a>: <span style=""color: rgb(0, 0, 0);"">Grant users access to the Product Configurator features.</span></p><p><br></p><p><a href=""https://help.salesforce.com/s/articleView?id=ind.product_configurator_explore_the_product_configurator_flow.htm&amp;language=en_US&amp;type=5"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Explore the Product Configurator Flow</strong></a><span style=""color: rgb(0, 0, 0);"">: The product configurator flow outlines the layout for presenting customizable product information in the user interface.</span></p><p><br></p><p><a href=""https://help.salesforce.com/s/articleView?id=ind.product_configurator_introduction.htm&amp;language=en_US&amp;type=5"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Work With the Product Configurator</strong></a>: <span style=""color: rgb(0, 0, 0);"">Create complex product configurations with ease by using Product Configurator. Define attributes, variants, and metadata.</span></p><p><br></p><p><a href=""https://help.salesforce.com/s/articleView?id=ind.product_configurator_configuration_rules.htm&amp;language=en_US&amp;type=5"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Configuration Rules</strong></a>: <span style=""color: rgb(0, 0, 0);"">When you configure products for sale, ensure that all your products have valid attributes and are compatible with other products in the offering.</span></p><p><br></p><p><a href=""https://help.salesforce.com/s/articleView?id=ind.product_configurator_third_party_configurator.htm&amp;language=en_US&amp;type=5"" target=""_blank"" style=""background-color: transparent; color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Third-Party Configurator</strong></a><span style=""color: rgb(0, 0, 0);"">: Agentforce Revenue Management supports various third-party use cases such as- party configurator with the third-party configurator, integrating third-party party UI components into the first-party configurator, and creating custom configurator UI using headless configurator APIs.</span></p><p><br></p><p><span style=""color: rgb(0, 0, 0);"">This tool is ideal for businesses offering complex products, enhancing both the sales process and customer satisfaction.</span></p><p><br></p><p>↗ <a href=""https://help.salesforce.com/s/articleView?id=ind.product_configurator_introduction.htm&amp;type=5"" target=""_blank"" style=""color: rgb(2, 80, 217);"" rel=""noopener noreferrer""><strong>Explore Product Configurator in Salesforce Help</strong></a></p>",Get Started,ProductConfig_Learn,,,ProductConfig_Learn,
Learn,true,,Get Started,Product Configurator Get Started Home,,,ProductConfig_Learn,Rev-Alt
Check,true,,Validate Setup,Product Configurator Validate Setup Home,,,ProdConfig_ValidateSetup Popup,Rev-Survey
Explore,true,,Customize Capabilities,Product Configurator Customize Capabilities Home,,,ProductConfig_Customise_Popup,Rev-Survey
